question_clean	options_formatted	correct_letter
Vesicovaginal fistula	A. Commonest cause in Nigeria is cervical cancer | B. Requires bladder drainage for 5 days after repair for small fistula | C. Can heal spontaneously with resting the bladder | D. Is occasionally associated with foot drop | E. Use of Vaseline ointment on the vulvar reduces the risk of excoriation	C,D,E
The following are predisposing factors to leiomyomas except	A. Sedentary life style | B. Black race | C. Vitamin D deficiency | D. Reduced sexual activity | E. Late menopause	D
Contraception	A. Depot medroxyprogesterone acetate is usually administered as 250 mg intramuscularly every three months | B. Progesterone-only pills inhibit ovulation | C. Norplant implants contain 5 silastic capsules | D. The failure rate of the combined pill is lower than that of IUCD | E. none of the above	E
Polyhydramnios	A. Refers to amniotic fluid above 95percentile | B. Is associated with anencephaly | C. Often complicate diabetes mellitus in pregnancy | D. Chorioangioma of the placenta is a rare cause | E. Is associated with renal agenesis in the fetus	A,B,C
Physiological changes in pregnancy	A. 30% increase in plasma volume | B. Increased erythrocyte sedimentation rate | C. Increased clotting factors | D. Decreased tidal volume | E. Progressive reduction in renal plasma	A,B,C
The uterus	A. Is embryologically derived from the Mullerian structures | B. Weighs about 70 g in a non-pregnant adult | C. Develops from the Wolfian structures | D. Is anteflexed and anteverted in most women | E. In a term pregnancy weighs about 1kg	A,B,D,E
Pelvic diameters	A. The normal transverse diameter of the pelvic mid-cavity is 11 cm | B. The transverse and antero-posterior diameters of the mid-cavity are similar | C. The transverse diameter of the outlet measures 13.5 | D. The true conjugate diameter of the pelvic outlet is 3 cm shorter than the diagnonal conjugate diameter | E. The antero-posterior diameter of the pelvic outlet is measured from the lower border of the pubic symphysis to the lower border of the coccyx	A,B,E
Levonorgestrel intrauterine contraception device	A. Has a higher ectopic pregnancy rate than Copper T | B. Has a lower failure rate than the Copper | C. Reduces the risk of pelvic infection | D. May cause menorrhagia | E. Is especially useful in the nulliparous woman	B,C
Androgen insensitivity syndrome is associated with:	A. existence of ovarian and testicular tissues | B. ambigous genitalia | C. 47, XX karyotype | D. hypoplastic breast | E. early onset of gonadal tumours	E
Levonorgestrel intrauterine contraception device  F   T        T        T                 F   F	A. Has a higher ectopic pregnancy rate than Copper T | B. Has a lower failure rate than the Copper | C. Reduces the risk of pelvic infection | D. May cause menorrhagia | E. Is especially useful in the nulliparous woman	B,C
Premature ovarian failure is associated with	A. Mumps | B. autoimmune disease | C. galactosaemia | D. Turners syndrome | E. 17-alpha hydroxylase deficiency	A,B,D
In choriocarcinoma	A. histological examination often shows pleomorphic cytotrophoblast but absence of chorionic villi. | B. a third of cases present with distant metastasis | C. the antecedent pregnancy is usually a termed pregnancy or abortion | D. lymph node metastasis are common | E. a characteristic snowstorm pattern is seen on outline on ultrasonography	B
The following are colposcopic features suggestive of early invasion	A. acetowhite epithelium | B. surface contour changes | C. mosaicism | D. atypical vessels | E. leucoplakia	C,D
Concerning labour	A. Food is contraindicated in labour | B. Ideal fluid for induction of labour is Dextrose in water for energy | C. Meconium stained liquor is synonymous with fetal distress | D. Fetal heart rate monitoring is every 30 minutes for high risk patient | E. Beat to beat variability in CTG of 5-25 is adequate	E
Hyperemesis gravidarum	A. Hospital admission is mandatory | B. Associated with electrolyte derangement | C. Metabolic alkalosis is a common feature | D. Associated with about 3kg weight loss | E. Ondansetron is a useful medication for treatment	A,B,C,D,E
In the management of gestational diabetes	A. Insulin is commenced from the first trimester | B. Glyburide is as effective as Metformin throughout the semesters | C. Dietary control is the first line of management | D. Biguanides are not safe in pregnancy | E. HBAIc can only be used to know the previous glycaemic levels and not for diagnosis	C
The Following are causes of Chronic Pelvic Pain except	A. Fibroid | B. Endometriosis | C. Pelvic adhesions | D. Past history of rape | E. Fixed retroverted uterus.	A,B,C
Which of the following statements is true?	A. Post coital lacerations usually involve anterior cervix | B. Cervical ectropion can be the effect of POP | C. Cervical dysplasia is usually seen in transformation zone | D. Colposcopic directed biopsy is curative for early dysplasia | E. Excisional therapy is more psychological gratifying than ablative therapy	C,E
Concerning shoulder dystocia	A. previous shoulder dystocia is a predictor | B. the incidence increases with prolonged second stage | C. ultrasonography gives an accurate fetal weight estimation | D. the McRoberts position should be adopted | E. suprapubic pressure is used in management	A,B,C,D,E
Vaginal delivery is contraindicated in the presence of:	A. transverse lie of the second twin | B. central placenta with a dead fetus at 28weeks | C. previous caesarean section for cephalopelvic disproportion | D. cord prolapse in the second stage of labour | E. none of the above	E
The vacuum extractor	A. should be used for instrumental delivery if the fetal head position cannot be identified | B. is available with a cup of one size only | C. used with the silastic cup for occipitoposterior position is associated with a higher failure rate compared with the rigid metal cup | D. should be used with a vacuum of about 0.8kg/cm2 | E. is associated with more maternal trauma than the obstetric forceps	C,D
Amniotic Fluid	A. Amniotic Fluid at 10wks is about 30mls | B. Early amniocentesis is associated with limb deformities | C. Lilly curve is based on amniocentesis | D. Drew Smythe catheter for forewater amniotomy | E. 500ml of fluid at 20wks is polyhydramnios	A,B,C,E
The epithelial tumour is:	A. Leydigs  tumour. | B. Theca cell tumour. | C. Teratoma. | D. Brenner cell tumour. | E. Androblastoma.	D
Regarding carcinoma of the ovary:	A. It is most common in developing countries. | B. The incidence is similar to carcinoma of the endometrium with similar prognosis. | C. The peak age is 80–90 years old. | D. The majority are epithelial in origin. | E. The mainstay of treatment is surgery and radiotherapy combined.	D
The ovarian tumour associated with a raised alpha-fetoprotein (AFP):	A. Endodermal yolk sac tumours. | B. Granulosa cell tumours. | C. Epithelial ovarian cancer. | D. Dysgerminomas. | E. Choriocarcinoma.	A,D
Which of the statements describe sex cord tumours:	A. All granulosa cell tumours are malignant, but are usually confined to the ovary and have a good prognosis. | B. Call–Exner bodies are pathognomonic of theca cell tumours. | C. Many theca cell tumours cause post-menopausal bleeding and endometrial carcinoma. | D. Meigs’ syndrome is the combination of fibroma, ascites and pleural effusions. | E. Virilization is seen in 75 per cent of Sertoli–Leydig cell tumours.	B,C,D,E
Which of the following statements about dermoid cysts is a fallacy:	A. The malignancy rate is low (around 2 per cent). | B. Over 70 per cent are unilateral. | C. They are often lined by embryonic mesodermal structures. | D. Struma ovarii are predominantly made of thyroid tissue. | E. Complications include torsion, chemical peritonitis and rupture.	A,B,C,D,E
With regard to the investigation of the infertile couple, which of the following statement is true?	A. A full hormone profile, tubal patency testing and semen analysis should be completed on all couples attending a referral for primary infertility. | B. A mid-luteal progesterone 0.25 nmol/L confirms ovulation. | C. A semen analysis should be performed prior to laparoscopy and dye to test for tubal patency. | D. Hysterosalpingogram, and laparoscopy and dye insufflation will gain similar information and either can be used to assess tubal patency in all patients. | E. A single semen analysis with a volume of 1 mL, a concentration of 10 million/mL and 30 per cent reduced motility confirms oligozoospermia, and serum testosterone, gonadotrophins and prolactin analysis should be performed.	C
The following are correct regarding thalassaemias except:	A. They represent the most common genetic blood disorders. | B. They result from an amino acid substitution. | C. Alpha-thalassaemia major is incompatible with intrauterine life. | D. It is important to screen the partner. | E. Beta-thalassaemia minor is not a problem antenatally	A,B,C,D,E
Which of these does not represent the lower genital tract?	A. The lower genital tract is lined by stratified squamous epithelium throughout life. | B. Vaginal pH is decreased under the influence of oestrogen. | C. The pH after the menopause is around 7.0. | D. Candida infection is increased in pregnancy, with combined oral contraceptive pill usage and broad-spectrum antibiotic usage. | E. Candida is the most common cause of abnormal vaginal discharge in women of childbearing age.	B,C,D,E
Which of the following is correct regarding hyperthyroidism in pregnancy?	A. Should be treated surgically rather than with carbimazole. | B. Can be diagnosed by total T4 measurements. | C. More than half are due to Grave’s disease. | D. The main complications for the fetus include growth restriction and fetal bradycardia. | E. Therapy should maintain free T4 and T3 levels in the low normal range.	E
You review a thirty-three-year-old woman with a history of congenital heart disease in the antenatal clinic. In making a plan for the management of her pregnancy, which step is least appropriate?	A. Booking a detailed fetal cardiology scan. | B. Avoiding anaemia and prescribing supplementary iron if necessary. | C. Prophylactic antibiotics should operative delivery be required. | D. A birth pool to provide helpful extra analgesia. | E. May benefit from a shortened second stage of labour.	B,C,E
